gap,addr,rxtx,subaddr,count,data
11.7,4,TRUE,26,31,6468a155dcd4f1874fe8183d7cd6ee80f36ef036adc654d9dc7ef926897fe2bf481f9cb3582a325991a855f352e1851ddaf484dbcf5c15d2def844053681
11.7,4,TRUE,30,2,e92798b6
11.7,1,FALSE,1,10,d8d2a696e34f3830e195550fdda37f13fa0ed817
26.4,1,FALSE,1,10,13b86ad558843f955b13daa8ac19ec7af0106bc6
11.7,1,FALSE,2,5,d5f5296b95097f217120
26.4,1,FALSE,2,5,8c65fffbfb48256fc7f2
11.7,1,FALSE,6,16,1874a1feeb5aeb29708156ea69425ca4c975ac82ec9af883f4a1f86e93d4f169
26.4,1,FALSE,6,16,a1b1180075913ef12e58ae7efcc13e921d4eb2f25a8aa75790ba3f1649d06840
11.6,1,FALSE,30,2,6cc218eb
26.4,1,FALSE,30,2,b6dcb2ee
11.6,1,TRUE,2,5,d1b6507996a0da8e58d1
26.4,1,TRUE,2,5,ce9e8eff62b380ca7c9b
11.6,1,TRUE,3,9,3ff283626c53157a1e657bfa5c14ded6c2d6
26.4,1,TRUE,3,9,31900a96db056791cfd0914bb03e0e280505
11.7,1,TRUE,20,5,0d62fe3832b971f40e92
26.4,1,TRUE,20,5,02e62b57941d71b8e641
11.6,1,TRUE,30,2,8b275b1f
26.4,1,TRUE,30,2,9f4dbaa5
93166.8,7,FALSE,1,10,b3bc067013bffff2e52f0c7ebe8d1b4d9a2303f2
11.7,7,FALSE,2,5,1784fc7e8c9ac72e96ca
11.7,7,FALSE,6,25,51aa33355e54159303b7c92328ed8df9187cd664087481249f6c07585a877404b681f7a79727eff1c9eb27348aec47f65165
11.7,7,FALSE,30,2,6119ac88
11.7,7,TRUE,3,32,b58aa35e4d752e120113f8c6903db6fcb48b8e5ca96bae8e534c78d3c9a8af1e9e5dd39df225c9652d0e71478d51074e3d1e6dc9ca42ad0fe0c7ce5c84707116
11.7,7,TRUE,20,31,4f0ffee1c12cd9774ec19a8161423da55197ff75579ef5bd6407306e587cda7ec0f8d6a83a61aa8a54c726286b29cc8fcf599fafaf6b029ecbbb74ce4fcf
11.7,7,TRUE,30,2,26b1ad26
11.7,4,FALSE,16,9,26dd6ba032aeb2029f56a1ae55f6706d1114
11.6,4,FALSE,30,2,f9d7d572
11.7,4,TRUE,19,16,fb13740efd644f9bff19c2c952e6f96e930449f14bbc7018ee2e88837e7092c9
11.7,4,TRUE,20,31,7bc3341fbe49f0b3bf37322ef2cca24fb7425949880355c4631216b8a421182e35e279192f99d60570079386f0a928a143f87c2db7b0704e6b163ea85a11
11.6,4,TRUE,26,31,f51017cae2045cbf6deb7f7019e879eded047768b1372b7a926964080f1ea6fa149bd5a38fe23ec5b48cea8d17b1b55fd07ae1443ea37a15089422dacc30
11.7,4,TRUE,30,2,1c368ef4
11.7,1,FALSE,1,10,35bb8bcf5c70f694414340fb1ef1893f6ba6f225
26.4,1,FALSE,1,10,2ed8d63a46b95a62aa4dfb5b624315d39f1b6467
11.7,1,FALSE,2,5,78dc1049f9f131f4e21f
26.4,1,FALSE,2,5,e1625428c2a5d0db261e
11.6,1,FALSE,6,16,539d360742ebbb26321dfde4fdb5a1436d9fdcf13496f1c7ebe0fd06a57b2017
26.3,1,FALSE,6,16,fa799e7e7e988dcce5f286084943f4a854bd8b2fc80bf4b9bfdb4afb4b77640e
11.7,1,FALSE,30,2,4bf64c94
26.4,1,FALSE,30,2,5f159f52
11.6,1,TRUE,2,5,56600406794eaa91f169
26.4,1,TRUE,2,5,8cb1b83f508525fb5668
11.6,1,TRUE,3,9,e620dc2a409c12f5bf5a618cb747133fb1dd
26.4,1,TRUE,3,9,9dfee9cad8cd0384f57d34e23c7e2733feab
11.7,1,TRUE,20,5,4ef70612ef5fd6722400
26.4,1,TRUE,20,5,2e8ce2ddedbb783e683c
11.6,1,TRUE,30,2,ab4c0a46
26.4,1,TRUE,30,2,1b77d279
93108.4,7,FALSE,1,10,9aaf0f84c0d1c4ac46009f041b3db399a5e2ca8a
11.8,7,FALSE,2,5,9c9a190c68b877c5fe1d
11.8,7,FALSE,6,25,ab128947b8a1c4bafd95b974570dd7960efea4f6d3191d853373bbb46a823122918fb874a883a18e339138982e0e8f6a72ac
11.7,7,FALSE,30,2,1c81f7ce
11.7,7,TRUE,3,32,553687d6f6fedc28b05eeb08acd7c97cd05da466d6736838d64bc004b5fbbb06941122ae56c8baec64909daf26a755d5bd0ab785c407e821fb9192757e7c5158
11.8,7,TRUE,20,31,c6d7334a2fac7c09b6ba6e4fe22c82798b15e3e9a9762b6b88f44594861bd18a08039cdf11e1af87f2f25a647a5d9b0e22fad8d0a67479e3ac30673f3e0b
11.6,7,TRUE,30,2,9a5c7431
11.7,4,FALSE,16,9,7586477bdb6c0ee861ee5c3048db0cea5896
11.7,4,FALSE,30,2,819c63b0
11.7,4,TRUE,19,16,bd23e4582bf4388c4c7337e49e3b9cc2331de421f93abbf40061300af58fd772
11.7,4,TRUE,20,31,1b6e6103c5c78afa828cd625bc6ca86e3ab2f9edb945040f476860b68cb7f12811e95dda8ca3863dc1cc337ecae0cfa16b5c17bcb96724591e260b308e54
11.6,4,TRUE,26,31,70bc716c7f006b7d2ec7f96a9fca5ec00b9413e4abb23715397dbbcc2065e8a5358b2aa450df1b6f4d73aa43590ca7ad7d4d1663685ac4a18bd8e5e2112b
11.7,4,TRUE,30,2,3.69E+07
11.7,1,FALSE,1,10,d38282cda52360da81b0de7e8bb06cb64725d01a
26.4,1,FALSE,1,10,db5799e0e4956473e6a119e3dc450c8a93e38cf9
11.6,1,FALSE,2,5,23a843f6b9354f70b163
26.4,1,FALSE,2,5,bd2198427e61b58dfd1d
11.6,1,FALSE,6,16,037f6a84a58891bcced5216df7dc8a06ae403a819bd815969a898b6493e5a289
26.4,1,FALSE,6,16,97e0a8fd8aca26d39911e32f30b057e31e76c74390cced28305ad27f87543ecb
11.6,1,FALSE,30,2,077c122f
26.4,1,FALSE,30,2,5edf834f
11.7,1,TRUE,2,5,a68dee199a44ea52b19c
26.4,1,TRUE,2,5,88f465c79e079c0d91c8
11.6,1,TRUE,3,9,cdc2c92731d2dfbdf52b807cb24bf6d6ec4c
26.4,1,TRUE,3,9,00b9da2751acdae6d6a907f26427e601773a
11.6,1,TRUE,20,5,8858ea0099b2762f1b61
26.4,1,TRUE,20,5,e655a5c2cdcbedeb1f3c
11.6,1,TRUE,30,2,72ae68cb
26.4,1,TRUE,30,2,bcd15ea0
93225.9,7,FALSE,1,10,07febd864717d9a88233e1f6b2e1f7ac26e196b8
11.7,7,FALSE,2,5,55f0bd17070ea4c18b94
11.7,7,FALSE,6,25,c4e0d243642c4ed62fcbba91ab9d8f1d09d968cdc00105583433ba1e3a522a903d38fe346321f4f2e2ddcbf92c0a97660305
11.7,7,FALSE,30,2,ab6ccffb
11.7,7,TRUE,3,32,59dcaf34c8f734e681a9b7825bf997fd6f7f3653f2ccf77efa2d77050d89066d717340e9928dfba52af180ac46a7720ab2cf9ff01ccaf7a2213d76742dac01ba
11.7,7,TRUE,20,31,12b470a72fffd5f6edf655a01f60ced9f3cc334a2abf24003a533fa7921d6c8a774027b127865353d0dd89a9bdb93311a2abb565a56665a9a0fc11f6ae61
11.7,7,TRUE,30,2,e22f08b2
11.7,4,FALSE,16,9,d305c57e29563b5864f04fc138201384ee52
11.7,4,FALSE,30,2,f1139b74
11.7,4,TRUE,19,16,83bc80f4af27b367bd3c06ab7bd57169a6d48959968438cb11a3451d435cd83c
11.7,4,TRUE,20,31,3e096b60471b3884045caa094912178f0296b8651b194faddd0a37f79ea7085b0664f9858fb8b683358346d4be05c11cb44e950e171064fe5f1844678b7a
11.6,4,TRUE,26,31,85b4da4d541f93f95af03b26f722b9d2534e24843e4bea24cddcb6059cd5edfa53254d8b7c31019664a42a4918358ba4e8c34acc4b1803b50c0d97ba8d9a
11.7,4,TRUE,30,2,e304591d
11.7,1,FALSE,1,10,28ad0ad3c6b3f2662a580053ce68c4db8321e4e4
26.4,1,FALSE,1,10,3b0090f5926c9ec5caedb713dd6e8f7ce1f556dc
11.7,1,FALSE,2,5,fb2ca095c6c5baa244b3
26.4,1,FALSE,2,5,0c345e5a44ccf505ea47
11.6,1,FALSE,6,16,405ae166cc6f02364889ba3372188c5023ceb4184c69146db8c33da810720173
26.4,1,FALSE,6,16,2b38468ccc4dcf29a6e32c45ada0b6046a2a2cd8e714915fccc5d1ae39803370
11.7,1,FALSE,30,2,f065db5e
26.4,1,FALSE,30,2,5da89519
11.7,1,TRUE,2,5,1d5605016de910f0a332
26.4,1,TRUE,2,5,6e6af135a5871d1bfc20
11.6,1,TRUE,3,9,333741c4f047e9002581fb6ecfb564ca5334
26.4,1,TRUE,3,9,23e78ac49793d3ea348123efc973db37c734
11.7,1,TRUE,20,5,2ea433234ac396d2c0de
26.4,1,TRUE,20,5,499329f4a41a3dd7d3a9
11.6,1,TRUE,30,2,e7e0198b
26.4,1,TRUE,30,2,d91c4e5f
93142,7,FALSE,1,10,b92602a69796c98ac355326e58bd38f404b8a57b
11.7,7,FALSE,2,5,69fc3276dd06ad9dfd6a
11.7,7,FALSE,6,25,220d6936a53c94c8dc807913f4ca66081080da24d31f7d66b32858e14ade5a44bf4f6ee3fd95f44e9fa3220176c98d44afb5
11.7,7,FALSE,30,2,27ddd7c0
11.7,7,TRUE,3,32,51a8ef74587006230d9fb9e724140f76725ea5a9b0fce5c8658d50d91f32540290a0a48c82fd30c76f07fe0504ab92657e6d5e8defece324b00f6aab6df10857
11.8,7,TRUE,20,31,7cc3a7999fa790eccb82a2c2eaa153f3c80524bccf757cff701c1f4a12266fc74d642095658c889d1fcc23aa6e44b88066143220b0fcd165c0c6afe832b7
11.8,7,TRUE,30,2,bec69851
11.8,4,FALSE,16,9,381ef4c37e5357172f107a71863da02abc91
11.7,4,FALSE,30,2,8c68e49b
11.7,4,TRUE,19,16,6228b776137d9c4cf9c74ca37470ddfe83f87d75ce19356a663589b705a83c6b
11.7,4,TRUE,20,31,946bba0af450adc5814ef571b57426a863f94515658383d22291859b410ffd7a2865d26bf7779f67ba3ff895fac6e4e2e67e603275e542578ff7db6714de
11.7,4,TRUE,26,31,a99e4711164f710dc56ab800b2abcc0535cc0b1b5253de731383370d39e34fc3915c9626814ce7d43e83765116adec062075caf1b6efc231c24fbb2fccc5
11.7,4,TRUE,30,2,5ed3d776
11.7,1,FALSE,1,10,8c59f3b1c4025c939119b0569cdca7f097b17038
26.4,1,FALSE,1,10,20658303143d72ff5d817a509c0fb0b9d4aeb663
11.6,1,FALSE,2,5,2fc1f636f561040d1a53
26.4,1,FALSE,2,5,22e787e1c0f7b0713051
11.6,1,FALSE,6,16,08ec7bd6b23d52a6c6f036c356544ad370740439ee2aadc269c30309bade77c0
26.4,1,FALSE,6,16,3fd8fefbc3c1f9e332a3f55d55b41ed5966772e3d05fab302994722cc4e01a94
11.6,1,FALSE,30,2,dd1db35c
26.4,1,FALSE,30,2,7b74b92e
11.7,1,TRUE,2,5,09dcee9fdd19d17903a7
26.4,1,TRUE,2,5,f3464a4d855294fc8dcb
11.7,1,TRUE,3,9,a45477ed79bd8f8204c10d2684ffc5dfe56f
26.4,1,TRUE,3,9,e71ddcba10f63be4e8a01c4f277c34c9de34
11.7,1,TRUE,20,5,33619e0f7fd2979f3a04
26.4,1,TRUE,20,5,826693368a16cdd9068a
11.6,1,TRUE,30,2,d369bf99
26.4,1,TRUE,30,2,41841965
93100,7,FALSE,1,10,d86085cd5f1784ab4979cf3bc45a64284ec0767f
11.6,7,FALSE,2,5,e5cd009e8beefad86c38
11.6,7,FALSE,6,25,c6d1b5283fb3a4560cc822547bebd32c26f4e9e97e15a2f7a146e841f69b52e1871cca51c0b87db99838eebe00902f50ae4c
11.7,7,FALSE,30,2,7096c345
11.7,7,TRUE,3,32,b8c633b42b717ad33303101bd27b7372bb308ae1dfe6be4fa500950ea22cd58954844414d272dde6079381a64b487c0908a3c20603ff1291476465edcd2f6dea
11.7,7,TRUE,20,31,3cdb439fdf07a446cc00baa1e78c383727b7c7e67126adff167208c304eac196c19916af1e23d81fa402ed19b1728754024d1b47bfe8c9f55274a5d83adf
11.7,7,TRUE,30,2,3ec20506
11.7,4,FALSE,16,9,e337bec9049e3e0f86cd00586879b9686c41
11.6,4,FALSE,30,2,a7dc2216
11.7,4,TRUE,19,16,f0146bbcbad9851739838afc6366d91620960c4139da6ddbea4fc8b26d566488
11.7,4,TRUE,20,31,a47d2b31541579eab15fa0ef048e96cb120d3ba010d968ef454f7db8d728cde4a981a78fe02849d203be3aec1c646be89eee6e6edf933c617bc5717507ee
11.7,4,TRUE,26,31,0d199816426eb77a2f2451b6319fd8830176d7bfb6607386d134fb628ffbffc434a32f023c9bba5c2c72d2702ecb5ad6eff6cd87c5e6e5179c40f130d257
11.7,4,TRUE,30,2,717477c1
11.7,1,FALSE,1,10,00da47f71e8ef354984c2ee0e445864a6fe0086a
26.4,1,FALSE,1,10,d6bc730a960007a978498444a8519fe8c7f833de
11.7,1,FALSE,2,5,f42d2caa4f4757618a3c
26.4,1,FALSE,2,5,5925103de5d9ddbb6b28
11.6,1,FALSE,6,16,00ca37fcc2a3b7d996f8bff1703a0000ba3970a73256a81f40a3cec04894fda4
26.4,1,FALSE,6,16,a449f1906b3e88275be4a5ec4c219d20a08f4ce6e213cac5a4dd1954a7b55d67
11.6,1,FALSE,30,2,e6231f64
26.4,1,FALSE,30,2,a3971f92
11.7,1,TRUE,2,5,55adf11a0df00ccdfab3
26.4,1,TRUE,2,5,6a1e384882ddfb082a38
11.6,1,TRUE,3,9,7d0bf8b63f851564b6f0dd212cb7569e9735
26.4,1,TRUE,3,9,09c7201bd566bdd3f4473b361a28b41c9aaa
11.7,1,TRUE,20,5,1b9d546a728c96898902
26.4,1,TRUE,20,5,afd8f04d35b9339e7842
11.6,1,TRUE,30,2,8664792f
26.4,1,TRUE,30,2,60300c00
93201.8,7,FALSE,1,10,edb4a1e54d8aa91f58ba8925f7b012fb98afcd5f
11.7,7,FALSE,2,5,169b3578eaeb5d285358
11.7,7,FALSE,6,25,88266776c28595b9f07365645ffb099cafff2db5ab5022ea0cbbdf39300296e1fbf54e85fe153c1d35ec05dd6a04bb1abf77
11.7,7,FALSE,30,2,3bf257f9
11.7,7,TRUE,3,32,934ed792c571e4285a9890e34be96401d644b2ada96d4c968edba7d77fdbaf78afd91abf9bf0a018cc8f7a223b11fb78469b0863040d013fcd76f1fe09b7001f
11.7,7,TRUE,20,31,61c85546d06cf63fb5b2956e703d44209f628696ba0fca81224fae13db02b161da7d4c09ffab6b143f272c4e384077130c69657c4492b94b97579ababf9e
11.7,7,TRUE,30,2,b7c0773d
11.7,4,FALSE,16,9,359bf7190355e1d295bd475d7ad796d31d08
11.6,4,FALSE,30,2,dc3c1228
11.7,4,TRUE,19,16,668fa4f1a5f25a0346204aedc9678a27b5003cce439f57043b3a51601286e8e7
11.6,4,TRUE,20,31,7397f8b238b94aeb4b0a03288e5e69ecc90fbb8b58bb0a725596a4ad7b2aecb1c95775171e46967ba51cccff5cef779dea9f4d3723f8e5f36ca693afe059
11.6,4,TRUE,26,31,2e50c3df8a717f094a0ffa2d42b5793db062fad4005c77de2a9a30b285f49e254182235e811f10b3ba8059ba068371d731f78fbe39e3f87721871baea2c1
11.7,4,TRUE,30,2,878995ba
11.8,1,FALSE,1,10,08eec69bd77d04756acecd107e31ea8d65526c15
26.3,1,FALSE,1,10,5def93628225bff802596d4a905eac51a250c2e8
11.6,1,FALSE,2,5,8536aff74dede063b3ef
26.4,1,FALSE,2,5,a30190c0d17170d2f7c9
11.6,1,FALSE,6,16,90c0769e4953ea02ee288ad23d0ddcaed85cf81a99cfd024d4c29bc0ffedcf1c
26.4,1,FALSE,6,16,850b0ae3eba3278d6af335412402750ec712298edc60be81b81111cdc0f8f422
11.6,1,FALSE,30,2,b2766053
26.4,1,FALSE,30,2,e0b1f894
11.7,1,TRUE,2,5,40dc54defa5f3b1fa551
26.4,1,TRUE,2,5,b7abf9f4627ce9122087
11.6,1,TRUE,3,9,465c5c9a3898c50da74b1f2635e8f8cc6c7f
26.4,1,TRUE,3,9,ec1b6d3684d73476fb5a69069fe65256fbe5
11.6,1,TRUE,20,5,904d651b8cf9a4c6cffe
26.4,1,TRUE,20,5,7b454ab79c6316ff4f24
11.6,1,TRUE,30,2,cc32d8b3
26.4,1,TRUE,30,2,af296218
93140.2,7,FALSE,1,10,27ab0ad8dd95e4d444d0f3cf733a5ab1289c2d3e
11.7,7,FALSE,2,5,ddc8bad909ce95addce0
11.7,7,FALSE,6,25,0ce38fe7acec0d35dca301a0b3c4149772ba110b99eaa4930e8e216f16f0098ea1a168c1c27992658cb7b36a0e981ea3d41d
11.8,7,FALSE,30,2,5c541357
11.7,7,TRUE,3,32,85472995b64cd07af010933f42fd4d72e40999092ac11e64e77158327b46c50ce53e2c7b45bfafeaad29f168220fc0723988cb445eef3ad8e9a53d1b4116d70f
11.7,7,TRUE,20,31,1e06fec00d5626b1cae55abc7fa64b0f1eb484c8484741ade4ee060cf025f3b015948c23efb06440ce33aca6e6ea4b59bc81ff6091f3cf9f6e355da446ec
11.7,7,TRUE,30,2,84383c49
11.7,4,FALSE,16,9,083e1c9d19b9740a072c2d08cefe72025e56
11.7,4,FALSE,30,2,3d5f63a3
11.7,4,TRUE,19,16,cf44e9d176b456e534760eeee8e196863ed7e2a96a2a6752a38f560cfc172e72
11.6,4,TRUE,20,31,4481bd5c4e70082ced11941f6f0693c4b4f7556d290d345184592575612b432361cc52478424d6a59dbd8eac929fb32571a0b9d1705862baa5f2b500d9b0
11.6,4,TRUE,26,31,7cee958a707e142c0d5eacc92021be6a564aeb1642464c395d7120f31499df8c98ed9253fa892280eeab7671be09ee3101a39b867bc8c87b37967fe487cd
11.7,4,TRUE,30,2,ba58efb4
11.7,1,FALSE,1,10,57d01890bb1555bced3c907b64129cca8883dd87
26.4,1,FALSE,1,10,eeb4494f33670809f03af02888fee0a32a9d9def
11.6,1,FALSE,2,5,f1b3c3d296f8edd09d29
26.4,1,FALSE,2,5,043bb4ed67fac7f7fdc7
11.6,1,FALSE,6,16,1a2f5216f0a7dd3b2e820117a4b438883377e481ca9a9fb73c3c55ab9c0e7436
26.4,1,FALSE,6,16,6443ea4ebe460888cad46cd40503899b21ebda3c64226b4099301e7750c4ad4e
11.6,1,FALSE,30,2,d01856f2
26.4,1,FALSE,30,2,85b8aad4
11.7,1,TRUE,2,5,858a78fd00da8c898763
26.4,1,TRUE,2,5,2844bc92b4e7fb593931
11.7,1,TRUE,3,9,ef687076fcb0debc278a258355bd393867c0
26.4,1,TRUE,3,9,51a17440787d5b4c3bf744588f1ded8ffb27
11.6,1,TRUE,20,5,b31f9e582ccdb155bb8c
26.4,1,TRUE,20,5,218e01f8f74cd72f45c3
11.6,1,TRUE,30,2,59d6f5b5
26.4,1,TRUE,30,2,2ebf6d65
93197.3,7,FALSE,1,10,f4d50422addc6451d9fd23dcb48708aab55af371
11.7,7,FALSE,2,5,fdccef0f8738ca5a5e65
11.7,7,FALSE,6,25,2d333adeba4577f1eb861b7ff6af0f20fcfd82473dbc354d6ce5e9dd00d04b34836884bdfa70e457a8bf7ef30f15d060cbea
11.7,7,FALSE,30,2,fd7bfa6e
11.7,7,TRUE,3,32,7b24645cb2b7343663f893bbb5fad562a2337bd56e015ed502af561ef7f1932864ab2e3e6ad04e22fc1f3d58b5e18ca01d645a120aacea4ec63e7c802609d0ae
11.7,7,TRUE,20,31,8f6c97f043bd2e39a68f57545fb8dc923cfa2356ce57602de9fed18c0a0efea64eec62e78069e53033f083ad1807ab3cf906c444952f63b7568fc7605d56
11.7,7,TRUE,30,2,c949c840
11.7,4,FALSE,16,9,b1d4c28f0c0a4ce2ea74bdae8a8e930a1f9e
11.7,4,FALSE,30,2,2efd481f
11.7,4,TRUE,19,16,ff837a0196b6aec054d51db7dcd228de04e6e2231bdb7a4c989d3c3316db0f5c
11.7,4,TRUE,20,31,a44e9acd0c9730323762716ca0bb834fbd06a7708203f1e4b84568ac33d5fb89a53f3dc22652566c9bbdd42bf42a6d6ba77c75b84688078c5f96a95aff15
11.7,4,TRUE,26,31,6a1525d3ef093e160a303f89ed8292c88da7a21d015e351047590e3f797c7f2d978e74f578c682292270abf5a794b4a60ccae1918379ea979ff41864859d
11.7,4,TRUE,30,2,4461d23a
11.7,1,FALSE,1,10,61a2b6d745d6c9faba749fd458ec3dd6a75c8f1e
26.4,1,FALSE,1,10,67145eb26ec1ec67599d9da5b485460c462615b2
11.7,1,FALSE,2,5,9d0a1a08117e467e095f
26.4,1,FALSE,2,5,9d39f3c064e73348a2da
11.6,1,FALSE,6,16,f1343f27da2c6c4b1867332173b0d57d5487fedb3876ebe8de14bc35533f2f85
26.4,1,FALSE,6,16,79c46e10615ecef0221be38f1acba7240ae4524be36e4ee2960898e0113ddcb1
11.6,1,FALSE,30,2,3cf21abd
26.4,1,FALSE,30,2,253cde92
11.6,1,TRUE,2,5,06e6eda27b0969a2aa3e
26.4,1,TRUE,2,5,f3c7c3fbe1b363220e79
11.6,1,TRUE,3,9,c9d93851a9ff0b3a80f512002767de06e189
26.4,1,TRUE,3,9,0e766ee36d8f641b40cf7ac48471ab013b39
11.7,1,TRUE,20,5,2547b2bd093e871c32ca
26.4,1,TRUE,20,5,e8c6e574e1ef70aab91d
11.6,1,TRUE,30,2,f4e4bc67
26.4,1,TRUE,30,2,6d8eecac
93053.6,7,FALSE,1,10,bfceaf977df4ac7828672c59ccebf44cbac47389
11.7,7,FALSE,2,5,218e21da27ae95b2d474
11.7,7,FALSE,6,25,38ee0a3ab92ba4bf4ac668644a6a745cafbd271f41c58ebe990f57900e72f59d286e7dc19c8fbc29def4c60af840695ea5f1
11.6,7,FALSE,30,2,fee9d332
11.6,7,TRUE,3,32,128b8b5654d072521ce0d2bd2e88df40604ce72b2a8b11b379d541a96fe087b005af033cb5001ebd3e4811962d210cd41dae9f769139072c3938d06ca2178346
11.6,7,TRUE,20,31,9bac141b98622ef4343cb82853055e109975eb9f49e3b6db4d89a9e38cc6e0e4bd46c016440bc4d2e69bb534716c0c4527a2cbc66d29a45402b5f0792b79
11.7,7,TRUE,30,2,44bf28da
11.7,4,FALSE,16,9,bce38c5f0117285e5a84b9b0e8e74a810769
11.7,4,FALSE,30,2,bc2f1cdd
11.7,4,TRUE,19,16,14fe44f98350436bc463f41d124d79a4c7237927e84c5b53a996c2fbf6ec736f
11.7,4,TRUE,20,31,89f381927148caa89aac11a6fe040a0342c7d4e6de50f9445e552ff90cc54d0cdd2eb0825cc94856273bd4725273fdc90b178bb62b6bd9a55e57cbe2a5d6
11.7,4,TRUE,26,31,444c6ffd5b6d634641909514d8b314041d7b8bd4b2c53e9f518f84d129200cca552baa69e5a4f30a6e33a084577308d09187904cabfcca6b0ffb7cfb5c6b
11.7,4,TRUE,30,2,67dfcc5f
11.7,1,FALSE,1,10,fc45798ce15f109e0c49c11a2ea6ad8b82fee93a
26.4,1,FALSE,1,10,3c256fb581273e57f2bbdf6c778dea8c1d01a8fa
11.6,1,FALSE,2,5,6130da3b0680d69d582e
26.4,1,FALSE,2,5,eef5185864085e9e5d04
11.6,1,FALSE,6,16,c856a2d9f0fba62bf4fb0019ac759455d022071705b6292d2709b913696a287d
26.3,1,FALSE,6,16,2abe26b28db43be3f024cde01da6c6500df87dca4e6ab6a0c3e0ba4a72465ff6
11.6,1,FALSE,30,2,72cfc06c
26.4,1,FALSE,30,2,9618ecbd
11.7,1,TRUE,2,5,5ca8c030dd04de92375a
26.4,1,TRUE,2,5,1d1f1f5f1bb62236a24f
11.7,1,TRUE,3,9,2be6dae043550a3a6a9d2203e19af2d088bb
26.4,1,TRUE,3,9,0e106c248876be6bc5ef990c8dbe86aefaf9
11.7,1,TRUE,20,5,76b57c04d5b793704e87
26.4,1,TRUE,20,5,2a0c06388e5650a8d074
11.6,1,TRUE,30,2,3b1365fa
26.4,1,TRUE,30,2,67536a7f
93173.2,7,FALSE,1,10,7d307e458143ed54a826b0cd4e1e856cf09115f0
11.7,7,FALSE,2,5,a960ee79da8e496bf396
11.7,7,FALSE,6,25,c47b4dcd775754c2c77f5836b2f088982b2d6ad89ade6dd085e66ca520a393bdd75ea96e22c3ef6871844aff5f093f433630
11.7,7,FALSE,30,2,212af2ea
11.7,7,TRUE,3,32,fffc2a0614d2ecd6aef69d2df955d515916d9e557bcb18cbba3008bfadd2a49e243096e74e4af4a3a17994cd23a9d3ec3a2b6889d1365c1b480b2c39cc6841b5
11.7,7,TRUE,20,31,0cbaa5d2870c6d4e31e53eefb43891d929004948dd59263dd8d4468acf679756c326c5d03da683a2aa119c5d84becab41848fa0f7059c0ba465a7521a8d7
11.7,7,TRUE,30,2,bf3a5000
11.7,4,FALSE,16,9,d5e135ba27de082024328dfcee4bd2e5d06d
11.7,4,FALSE,30,2,410bd508
11.7,4,TRUE,19,16,56506932bcbc9501e037fe504886cd7738c4ec6ded05a38bae03fa1ca4dd95c8
11.7,4,TRUE,20,31,6fd5e04a4ae915c4fed4f6a432067e1577885016054b32614d8a0f8f6633e01766c609337f88a38b62f7cfb9e06d9e1d478c5432ed5eeddc4ac8678f8db9
11.7,4,TRUE,26,31,b723b3d4f9fabf66018a2915f69914c1953da1b958c5cc558109097d1f39fcdb086193c7c243f56266bb93fc06836b64e31bba8d55e84e5977f05bc437ba
11.7,4,TRUE,30,2,1aed9014
11.7,1,FALSE,1,10,d83c97843796c33ac3ad6f3ed7e2d0f5ea78b588
26.4,1,FALSE,1,10,2f7f4585a1b2b7ae2d1f5427dc68bd5a05a85cad
11.7,1,FALSE,2,5,00216e6b97ca6817488c
26.4,1,FALSE,2,5,ad35b2bfd5731fe1e9fc
11.7,1,FALSE,6,16,ade324d7b01d39071f14203fae42fe5135b0a3beba7180f4e9480a531cec0577
26.4,1,FALSE,6,16,6d49495a774a319f9d534c58a55479dd39b275744e13cd44cf92c50a29beab2d
11.7,1,FALSE,30,2,61f91563
26.4,1,FALSE,30,2,03f24e2d
11.7,1,TRUE,2,5,1f7d8871ecd88aef8841
26.4,1,TRUE,2,5,8ca21bfea7cac9bea9b7
11.6,1,TRUE,3,9,11a7fd57e4a25869a6a4471fbb020e62d961
26.4,1,TRUE,3,9,ca907ac95eca6af2bc27af9ad623f864db32
11.7,1,TRUE,20,5,1855388a7a907e013828
26.4,1,TRUE,20,5,286a9d45d4a7a8f38ab3
11.6,1,TRUE,30,2,a4105a50
26.4,1,TRUE,30,2,14bdff25
93187.7,7,FALSE,1,10,ca6ca8b4c45e0a77f8a99e480e3a5c298539a892
11.7,7,FALSE,2,5,c44e903ccb4e89ed4d6f
11.7,7,FALSE,6,25,e21a8b61a5397e815161888f7cc38c9fafaafec56233a53e1621adc2315a439535915d99185c9e4da3969c45e7ad1f938081
11.8,7,FALSE,30,2,87047f3f
11.7,7,TRUE,3,32,3cb2e255b506e82a0d74e9f28096e91e071238a72ec393efdb2c4685a582eae7296c481100bb7ca0f81a1697d4d82b4558a2ad6a446f98ece55a24ed1d4a0d2e
11.7,7,TRUE,20,31,ca1e8e5f9f06c4163757847be84b0ddbf63893e912f904ddcdc3cf12a1e1fe2a74bf9c6e29c2c6fa665393def85787bbd5f1171397bdd359ae670118e584
11.8,7,TRUE,30,2,157f1e63
11.8,4,FALSE,16,9,439fa4b0b32baf8a8a494da3c14728da6641
11.8,4,FALSE,30,2,b757ec0a
11.6,4,TRUE,19,16,557258e914fcaed0ea8547b404be666f4fda77bdbcffef7eaebff5ccac55f518
11.6,4,TRUE,20,31,e6dcea4f01f6d7962ba1c653de796d761d6254e4717422df7f45df9c7af7f13ae799b0f1e3c54b345829d4d3c7865abfc0d4215feabf5a5938e11aab3339
